date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2020-11-09,1701.38,1750.68,1742.57,1700.62,41469.7,41.95,2.47,1711.934,1686.951,1702.084,25597.31,29306.31,27186.03,0.33
2020-11-06,1730.55,1731.59,1700.62,1690.0,23051.53,-21.28,-1.24,1698.222,1676.994,1702.486,21516.66,31760.87,27299.0,0.18
2020-11-05,1717.0,1732.48,1721.9,1712.1,23524.14,22.32,1.31,1692.102,1678.465,1702.255,22117.44,31384.89,27858.42,0.19
2020-11-04,1700.0,1704.0,1699.58,1685.0,16443.71,4.58,0.27,1682.922,1680.525,1699.585,25287.37,31280.56,28036.6,0.13
2020-11-03,1684.99,1705.9,1695.0,1675.5,23497.49,20.99,1.25,1675.968,1683.9,1697.221,28925.93,31526.33,28085.95,0.19
2020-11-02,1675.0,1695.0,1674.01,1672.0,21066.43,3.99,0.24,1661.968,1687.8,1695.521,33015.31,31950.07,28122.69,0.17
2020-10-30,1678.0,1696.0,1670.02,1665.0,26055.45,-5.98,-0.36,1655.766,1690.299,1693.576,42005.09,31766.06,28198.52,0.21
2020-10-29,1654.84,1708.0,1676.0,1647.0,39373.76,11.19,0.67,1664.828,1694.497,1691.541,40652.33,30898.25,28398.28,0.31
2020-10-28,1626.0,1677.0,1664.81,1625.08,34636.53,39.81,2.45,1678.128,1699.397,1690.24,37273.76,28581.31,28215.87,0.28
2020-10-27,1643.0,1644.0,1625.0,1616.12,43944.4,-18.0,-1.1,1691.832,1705.816,1690.284,34126.72,27165.8,27647.32,0.35
2020-10-26,1619.0,1662.92,1643.0,1600.0,66015.29,-72.33,-4.22,1713.632,1717.216,1692.374,30884.83,25065.75,26572.3,0.53
2020-10-23,1740.78,1747.59,1715.33,1714.0,19291.69,-27.17,-1.56,1724.832,1727.977,1694.974,21527.04,22837.12,25631.61,0.15
2020-10-22,1730.0,1745.0,1742.5,1715.51,22480.87,9.17,0.53,1724.166,1726.044,1692.733,21144.17,24331.94,27851.01,0.18
2020-10-21,1734.1,1742.15,1733.33,1723.0,18901.37,-0.67,-0.04,1720.666,1718.644,1691.863,19888.87,24792.64,27852.77,0.15
2020-10-20,1699.99,1734.97,1734.0,1695.0,27734.93,35.0,2.06,1719.8,1710.541,1693.197,20204.88,24645.58,27948.75,0.22
2020-10-19,1725.0,1733.98,1699.0,1691.9,19226.32,-13.0,-0.76,1720.8,1703.241,1694.797,19246.67,24295.31,28114.8,0.15
2020-10-16,1725.0,1734.58,1712.0,1703.0,17377.38,-13.0,-0.75,1731.122,1696.852,1696.497,24147.21,24630.97,28707.88,0.14
2020-10-15,1721.13,1735.0,1725.0,1721.0,16204.36,-4.0,-0.23,1727.922,1688.584,1696.187,27519.71,25898.31,29077.93,0.13
2020-10-14,1740.0,1746.98,1729.0,1726.0,20481.39,-10.0,-0.57,1716.622,1681.082,1694.337,29696.4,27850.43,29565.89,0.16
2020-10-13,1750.62,1750.62,1739.0,1735.0,22943.89,-11.61,-0.66,1701.282,1674.751,1693.457,29086.28,28128.84,30265.44,0.18
2020-10-12,1700.0,1750.61,1750.61,1700.0,43729.04,54.61,3.22,1685.682,1667.531,1692.682,29343.95,28078.85,30673.85,0.35
2020-10-09,1692.0,1706.42,1696.0,1688.0,34239.88,27.5,1.65,1662.582,1661.97,1693.651,25114.73,28426.09,30030.29,0.27
2020-09-30,1660.0,1691.9,1668.5,1660.0,27087.81,16.2,0.98,1649.246,1659.422,1698.501,24276.91,31370.09,29840.17,0.22
2020-09-29,1669.33,1669.4,1652.3,1652.3,17430.78,-8.7,-0.52,1645.542,1665.082,1704.826,26004.45,30912.9,30086.24,0.14
2020-09-28,1635.19,1668.5,1661.0,1635.19,24232.22,25.89,1.58,1648.22,1675.852,1712.31,27171.39,31251.91,30796.7,0.19
2020-09-25,1630.0,1650.0,1635.11,1625.0,22582.96,5.79,0.35,1649.38,1686.352,1718.585,26813.76,31934.29,31975.6,0.18
2020-09-24,1635.97,1658.88,1629.32,1626.8,30050.78,-20.66,-1.25,1661.358,1696.141,1724.68,31737.45,32784.8,32961.44,0.24
2020-09-23,1635.0,1666.01,1649.98,1621.02,35725.52,-15.71,-0.94,1669.598,1703.789,1729.764,38463.26,32257.55,32590.67,0.28
2020-09-22,1650.0,1686.98,1665.69,1650.0,23265.47,-1.11,-0.07,1684.622,1707.591,1733.615,35821.35,31281.35,32115.18,0.19
2020-09-21,1692.76,1692.76,1666.8,1666.66,22444.07,-28.2,-1.66,1703.484,1712.162,1736.68,35332.43,32402.04,33045.54,0.18
2020-09-18,1665.0,1695.0,1695.0,1635.01,47201.4,24.48,1.47,1723.324,1717.832,1738.158,37054.82,33268.84,33470.0,0.38
2020-09-17,1700.0,1700.0,1670.52,1658.0,63679.85,-54.58,-3.16,1730.924,1725.332,1737.208,33832.14,31634.5,32364.05,0.51
2020-09-16,1760.0,1764.81,1725.1,1719.0,22515.98,-34.9,-1.98,1737.98,1737.58,1736.882,26051.84,28310.25,30299.18,0.18
2020-09-15,1769.99,1769.99,1760.0,1747.75,20820.87,-6.0,-0.34,1730.56,1744.57,1734.977,26741.35,29259.58,30519.13,0.17
2020-09-14,1745.0,1769.0,1766.0,1730.58,31056.01,33.0,1.9,1720.84,1748.768,1732.227,29471.65,30341.48,30999.23,0.25
2020-09-11,1688.0,1736.0,1733.0,1688.0,31088.0,27.2,1.59,1712.34,1750.818,1728.427,29482.86,32016.92,31625.03,0.25
2020-09-10,1703.74,1720.0,1705.8,1700.0,24778.33,17.8,1.05,1719.74,1753.218,1724.827,29436.85,33138.08,31953.28,0.2
2020-09-09,1699.67,1711.0,1688.0,1680.04,25963.55,-23.4,-1.37,1737.18,1755.738,1721.287,30568.65,32923.8,31741.44,0.21
2020-09-08,1732.0,1737.8,1711.4,1677.07,34472.38,-12.1,-0.7,1758.58,1759.638,1718.234,31777.8,32949.02,31839.95,0.27
2020-09-07,1760.0,1777.99,1723.5,1703.97,31112.02,-46.5,-2.63,1776.696,1761.198,1714.79,31211.31,33689.03,31907.24,0.25
2020-09-04,1766.0,1776.99,1770.0,1746.0,30857.96,-23.0,-1.28,1789.296,1758.483,1710.314,34550.98,33671.17,31532.82,0.25
2020-09-03,1795.0,1812.0,1793.0,1779.7,30437.35,-2.0,-0.11,1786.696,1749.083,1703.364,36839.31,33093.61,31702.02,0.24
2020-09-02,1825.0,1828.0,1795.0,1770.0,32009.29,-6.98,-0.39,1774.296,1736.183,1695.612,35278.94,32288.11,31812.6,0.25
2020-09-01,1792.0,1802.0,1801.98,1775.01,31639.92,15.48,0.87,1760.696,1725.383,1689.262,34120.23,31778.68,31488.22,0.25
2020-08-31,1770.58,1816.0,1786.5,1770.58,47810.36,29.5,1.68,1745.7,1715.685,1682.663,36166.75,31656.97,31503.25,0.38
2020-08-28,1731.0,1764.0,1757.0,1721.5,42299.62,26.0,1.5,1727.67,1706.035,1676.738,32791.36,31233.14,30845.78,0.34
2020-08-27,1731.99,1733.98,1731.0,1705.0,22635.53,4.0,0.23,1711.47,1696.435,1672.797,29347.92,30768.49,30765.04,0.18
2020-08-26,1734.0,1745.0,1727.0,1715.02,26215.73,0.0,0.0,1698.07,1686.835,1670.247,29297.28,30559.07,31551.92,0.21
2020-08-25,1704.8,1746.78,1727.0,1698.63,41872.49,30.65,1.81,1690.07,1676.83,1667.497,29437.13,30730.89,32778.55,0.33
2020-08-24,1700.0,1708.0,1696.35,1691.01,30933.44,20.35,1.21,1685.67,1668.381,1664.647,27147.19,30125.46,33430.5,0.25
2020-08-21,1673.0,1698.0,1676.0,1671.0,25082.41,12.0,0.72,1684.4,1662.145,1660.957,29674.91,29394.47,33823.24,0.2
2020-08-20,1674.0,1679.0,1664.0,1656.0,22382.33,-23.0,-1.36,1681.4,1657.645,1656.922,32189.06,30310.43,36506.72,0.18
2020-08-19,1700.0,1717.0,1687.0,1682.99,26914.98,-18.0,-1.06,1675.6,1655.041,1657.522,31820.86,31337.08,37103.63,0.21
2020-08-18,1697.38,1720.0,1705.0,1691.0,30422.81,15.0,0.89,1663.59,1653.141,1657.076,32024.65,31197.75,37717.94,0.24
2020-08-17,1674.0,1704.35,1690.0,1670.0,43572.01,29.0,1.75,1651.092,1649.64,1655.226,33103.73,31349.52,38295.27,0.35
2020-08-14,1639.9,1665.7,1661.0,1631.0,37653.18,26.0,1.59,1639.89,1647.44,1652.574,29114.03,30458.43,38380.69,0.3
2020-08-13,1630.0,1638.88,1635.0,1609.0,20541.34,8.05,0.49,1633.89,1649.158,1651.926,28431.81,30761.59,39793.13,0.16
2020-08-12,1633.0,1641.0,1626.95,1605.25,27933.92,-15.56,-0.95,1634.482,1653.658,1650.876,30853.29,32544.76,43878.18,0.22
2020-08-11,1640.0,1666.43,1642.51,1640.0,35818.18,8.52,0.52,1642.692,1658.163,1657.155,30370.85,34826.21,44517.13,0.29
2020-08-10,1627.97,1644.96,1633.99,1608.11,23623.54,2.99,0.18,1648.188,1660.912,1663.13,29595.31,36735.54,45030.89,0.19
2020-08-07,1644.77,1649.67,1631.0,1598.5,34242.05,-6.96,-0.42,1654.99,1659.768,1670.53,31802.83,38252.01,46886.08,0.27
2020-08-06,1670.0,1674.03,1637.96,1630.0,32648.78,-30.04,-1.8,1664.426,1656.198,1674.672,33091.37,42703.0,47028.99,0.26
2020-08-05,1662.09,1673.09,1668.0,1643.31,25521.69,-1.99,-0.12,1672.834,1660.002,1678.074,34236.22,42870.18,47148.22,0.2
2020-08-04,1675.0,1682.99,1669.99,1660.0,31940.51,1.99,0.12,1673.634,1661.01,1678.741,39281.57,44238.13,48530.63,0.25
2020-08-03,1686.88,1696.58,1668.0,1660.0,34661.14,-10.18,-0.61,1673.636,1660.811,1679.642,43875.77,45241.03,50266.8,0.28
2020-07-31,1685.0,1705.0,1678.18,1646.0,40684.74,-1.82,-0.11,1664.546,1657.707,1676.242,44701.18,46302.95,51124.84,0.32
2020-07-30,1671.2,1700.59,1680.0,1670.5,38373.04,8.0,0.48,1647.97,1654.694,1669.422,52314.63,48824.68,50846.9,0.31
2020-07-29,1690.0,1690.0,1672.0,1633.0,50748.43,2.0,0.12,1647.17,1648.094,1662.622,51504.13,55211.59,51222.43,0.4
2020-07-28,1630.0,1680.0,1670.0,1630.0,54911.52,47.45,2.92,1648.386,1656.147,1653.736,49194.69,54208.05,50619.13,0.44
2020-07-27,1616.01,1629.8,1622.55,1600.0,38788.17,27.25,1.71,1647.986,1665.347,1643.38,46606.28,53326.24,48995.87,0.31
2020-07-24,1654.85,1666.0,1595.3,1585.0,78752.01,-80.7,-4.82,1650.868,1681.291,1635.411,47904.71,55520.14,48460.49,0.63
2020-07-23,1672.0,1691.0,1676.0,1650.0,34320.52,-2.08,-0.12,1661.418,1693.146,1628.646,45334.72,51354.99,45779.84,0.27
2020-07-22,1658.0,1710.0,1678.08,1658.0,39201.21,10.08,0.6,1649.018,1696.146,1618.571,58919.06,51426.26,45760.52,0.31
2020-07-21,1646.64,1702.8,1668.0,1630.99,41969.5,31.04,1.9,1663.908,1696.472,1606.617,59221.4,52823.14,44962.81,0.33
2020-07-20,1652.5,1663.99,1636.96,1588.88,45280.33,-11.09,-0.67,1682.708,1698.472,1595.209,60046.21,55292.58,44812.25,0.36
2020-07-17,1620.0,1672.59,1648.05,1620.0,65902.06,34.05,2.11,1711.714,1694.776,1584.011,63135.57,55946.74,43598.76,0.52
2020-07-16,1729.91,1729.91,1614.0,1600.0,102242.19,-138.53,-7.91,1724.874,1684.15,1571.859,57375.25,52869.12,41276.31,0.81
2020-07-15,1744.88,1782.6,1752.53,1744.71,40712.94,-9.47,-0.54,1743.274,1677.15,1561.353,43933.46,47233.27,37624.53,0.32
2020-07-14,1781.99,1782.03,1762.0,1748.4,46093.51,-19.99,-1.12,1729.036,1651.324,1542.876,46424.87,47030.22,37319.66,0.37
2020-07-13,1714.68,1787.0,1781.99,1714.68,60727.16,68.14,3.98,1714.236,1621.412,1525.595,50538.95,44665.49,36436.35,0.48
2020-07-10,1689.0,1736.6,1713.85,1688.94,37100.44,7.85,0.46,1677.838,1589.53,1506.518,48757.91,41400.83,34935.58,0.3
2020-07-09,1691.0,1712.0,1706.0,1682.0,35033.24,24.66,1.47,1643.426,1564.146,1492.009,48362.98,40204.69,34215.59,0.28
2020-07-08,1680.0,1719.0,1681.34,1660.0,53169.98,-6.66,-0.4,1611.026,1540.996,1477.536,50533.08,40094.79,33594.53,0.42
2020-07-07,1603.09,1744.82,1688.0,1601.0,66663.93,88.0,5.5,1573.612,1516.762,1463.774,47635.58,37102.49,32401.05,0.53
2020-07-06,1538.0,1616.0,1600.0,1531.81,51821.96,58.21,3.77,1528.588,1491.946,1450.624,38792.02,34331.93,29985.21,0.41
2020-07-03,1550.0,1552.5,1541.79,1516.88,35125.81,-2.21,-0.14,1501.222,1473.246,1441.024,34043.75,31250.78,28295.98,0.28
2020-07-02,1499.0,1550.9,1544.0,1495.0,45883.72,49.73,3.33,1484.866,1459.567,1433.899,32046.39,29683.5,27717.56,0.37
2020-07-01,1468.0,1506.1,1494.27,1464.02,38682.49,31.39,2.15,1470.966,1445.555,1427.235,29656.5,28015.79,26721.38,0.31
2020-06-30,1463.12,1468.98,1462.88,1455.12,22446.14,-0.29,-0.02,1459.912,1434.428,1423.496,26569.4,27609.09,26561.24,0.18
2020-06-29,1448.0,1466.0,1463.17,1437.01,28080.61,3.16,0.22,1455.304,1429.777,1418.682,29871.84,28207.21,26961.15,0.22
2020-06-24,1463.6,1465.71,1460.01,1445.0,25138.99,2.53,0.17,1445.27,1423.506,1412.724,28457.8,28470.32,26881.41,0.2
2020-06-23,1435.0,1482.0,1474.5,1433.52,33934.26,35.5,2.47,1434.268,1419.871,1406.623,27320.61,28226.5,26963.34,0.27
2020-06-22,1435.1,1443.89,1439.0,1433.2,23247.0,-0.84,-0.06,1420.144,1414.076,1400.798,26375.09,27094.26,26390.13,0.19
2020-06-19,1420.0,1445.2,1439.84,1415.1,38958.33,26.84,1.9,1408.944,1410.786,1396.993,28648.77,27699.61,26805.83,0.31
2020-06-18,1404.9,1413.2,1413.0,1400.1,21010.41,8.0,0.57,1404.25,1409.302,1391.411,26542.59,25638.48,26579.29,0.17
2020-06-17,1411.86,1411.9,1405.0,1395.02,19453.07,1.12,0.08,1401.742,1408.801,1389.066,28482.85,25341.18,26681.35,0.15
2020-06-16,1398.5,1414.0,1403.88,1393.13,29206.64,20.88,1.51,1405.474,1408.231,1386.366,29132.38,25751.61,26767.86,0.23
2020-06-15,1402.0,1411.6,1383.0,1381.0,34615.41,-33.37,-2.36,1408.008,1408.914,1383.478,27813.44,25426.96,26546.9,0.28
2020-06-12,1387.17,1416.37,1416.37,1383.31,28427.42,15.91,1.14,1412.628,1412.564,1381.638,26750.45,25513.39,26534.24,0.23
2020-06-11,1411.01,1417.99,1400.46,1396.99,30711.71,-23.2,-1.63,1414.354,1407.587,1376.47,24734.37,25715.09,26432.77,0.24
2020-06-10,1425.0,1433.33,1423.66,1417.0,22700.74,7.11,0.5,1415.86,1401.941,1372.776,22199.51,25292.51,25825.93,0.18
2020-06-09,1408.0,1425.0,1416.55,1400.68,22611.91,10.45,0.74,1410.988,1393.375,1368.391,22370.84,25700.17,25791.61,0.18
2020-06-08,1425.0,1435.0,1406.1,1402.01,29300.45,-18.9,-1.33,1409.82,1387.52,1364.213,23040.48,25686.0,25647.11,0.23
2020-06-05,1405.25,1428.88,1425.0,1401.08,18347.06,17.01,1.21,1412.5,1383.2,1360.059,24276.34,25912.06,25365.64,0.15
2020-06-04,1396.0,1411.0,1407.99,1396.0,18037.41,8.69,0.62,1400.82,1373.52,1354.539,26695.8,27520.1,25902.22,0.14
2020-06-03,1415.0,1417.5,1399.3,1395.77,23557.36,-11.41,-0.81,1388.022,1369.331,1349.74,28385.5,28021.51,26397.09,0.19
2020-06-02,1416.01,1427.9,1410.71,1406.66,25960.1,-8.79,-0.62,1375.762,1364.501,1344.775,29029.51,27784.12,27010.96,0.21
2020-06-01,1381.0,1420.1,1419.5,1381.0,35479.76,52.9,3.87,1365.22,1358.041,1337.524,28331.52,27666.85,26946.0,0.28
2020-05-29,1332.1,1369.98,1366.6,1332.1,30444.35,22.6,1.68,1353.9,1350.712,1330.294,27547.77,27555.09,26344.22,0.24
2020-05-28,1337.97,1346.94,1344.0,1321.13,26485.91,6.0,0.45,1346.22,1345.352,1325.921,28344.39,27150.46,26555.09,0.21
2020-05-27,1359.0,1360.0,1338.0,1333.0,26777.41,-20.0,-1.47,1350.64,1343.611,1322.521,27657.53,26359.36,26525.99,0.21
2020-05-26,1369.88,1369.95,1358.0,1355.0,22470.19,-4.9,-0.36,1353.24,1343.406,1318.149,26538.73,25883.05,26143.24,0.18
2020-05-25,1330.0,1366.58,1362.9,1321.0,31561.0,34.7,2.61,1350.862,1340.906,1312.862,27002.18,25608.21,26364.66,0.25
2020-05-22,1366.0,1366.1,1328.2,1322.88,34427.46,-37.9,-2.77,1347.524,1336.917,1306.942,27562.4,24819.23,26988.35,0.27
2020-05-21,1355.0,1371.96,1366.1,1352.86,23051.58,15.1,1.12,1344.484,1335.558,1300.532,25956.53,24284.35,26728.18,0.18
2020-05-20,1346.11,1359.18,1351.0,1336.81,21183.4,4.89,0.36,1336.582,1330.148,1293.592,25061.19,24772.67,26787.54,0.17
2020-05-19,1364.0,1364.0,1346.11,1338.0,24787.46,-0.1,-0.01,1333.572,1325.048,1287.342,25227.38,26237.81,27640.65,0.2
2020-05-18,1306.0,1351.5,1346.21,1305.13,34362.11,33.21,2.53,1330.95,1317.007,1279.891,24214.25,26225.15,27487.67,0.27
2020-05-15,1329.0,1333.5,1313.0,1301.88,26398.08,-13.59,-1.02,1326.31,1309.876,1272.061,22076.06,25133.35,27236.18,0.21
2020-05-14,1330.0,1334.88,1326.59,1325.11,18574.92,-9.36,-0.7,1326.632,1306.489,1265.666,22612.18,25959.73,27756.25,0.15
2020-05-13,1333.0,1337.99,1335.95,1322.88,22014.31,2.95,0.22,1323.714,1301.43,1257.451,24484.15,26692.63,27626.58,0.18
2020-05-12,1318.0,1334.99,1333.0,1316.0,19721.81,9.99,0.76,1316.524,1292.891,1248.904,27248.25,26403.44,27916.08,0.16
2020-05-11,1320.0,1335.0,1323.01,1313.67,23671.19,8.4,0.64,1303.064,1284.817,1240.179,28236.06,27121.11,28070.84,0.19
2020-05-08,1317.0,1338.0,1314.61,1308.51,29078.68,2.61,0.2,1293.442,1276.966,1232.016,28190.63,29157.46,28098.5,0.23
2020-05-07,1299.4,1314.99,1312.0,1293.0,27934.74,12.0,0.92,1286.346,1265.505,1224.283,29307.28,29172.02,28818.96,0.22
2020-05-06,1251.0,1300.0,1300.0,1250.0,35834.81,34.3,2.71,1279.146,1257.035,1215.673,28901.11,28802.41,28803.11,0.29
2020-04-30,1271.0,1285.01,1265.7,1258.88,24660.87,-9.2,-0.72,1269.258,1249.635,1207.923,25558.63,29043.49,29271.65,0.2
2020-04-29,1277.8,1288.1,1274.9,1258.0,23444.06,-4.23,-0.33,1266.57,1242.775,1199.788,26006.16,28750.18,29698.87,0.19
2020-04-28,1285.31,1299.94,1279.13,1271.88,34661.9,3.13,0.24,1260.49,1234.245,1191.593,30124.29,29339.0,30925.89,0.28
2020-04-27,1257.0,1278.17,1276.0,1250.96,25903.91,25.44,2.03,1244.664,1224.842,1181.236,29036.75,29552.77,30727.16,0.21
2020-04-24,1248.0,1259.89,1250.56,1235.18,19122.4,-1.7,-0.14,1234.924,1213.472,1171.211,28703.7,28560.52,31245.02,0.15
2020-04-23,1250.0,1265.68,1252.26,1247.77,26898.51,7.76,0.62,1230.012,1204.916,1161.929,32528.36,29428.72,31791.33,0.21
2020-04-22,1206.0,1249.5,1244.5,1202.22,44034.73,44.5,3.71,1218.98,1195.54,1153.321,31494.2,29020.56,32298.84,0.35
2020-04-21,1221.02,1223.99,1200.0,1193.0,29224.22,-27.3,-2.22,1208.0,1187.066,1143.896,28553.72,27039.53,32429.65,0.23
2020-04-20,1221.0,1231.5,1227.3,1216.8,24238.64,1.3,0.11,1205.02,1183.061,1134.846,30068.78,28465.91,33392.04,0.19
2020-04-17,1210.0,1234.56,1226.0,1205.01,38245.69,28.9,2.41,1192.02,1174.31,1125.245,28417.35,28803.81,35187.07,0.3
2020-04-16,1192.97,1197.1,1197.1,1184.1,21727.74,7.5,0.63,1179.82,1166.21,1113.745,26329.08,29499.8,38388.04,0.17
2020-04-15,1192.0,1203.99,1189.6,1187.1,29332.29,4.5,0.38,1172.1,1156.8,1104.29,26546.92,30647.56,40974.65,0.23
2020-04-14,1176.0,1191.55,1185.1,1166.0,36799.55,22.8,1.96,1166.132,1148.94,1097.065,25525.35,32512.77,43475.99,0.29
2020-04-13,1165.0,1169.98,1162.3,1148.5,15981.47,-2.7,-0.23,1161.102,1137.63,1091.16,26863.04,31901.56,44197.64,0.13
2020-04-10,1157.88,1181.5,1165.0,1153.5,27804.34,6.5,0.56,1156.6,1128.95,1088.646,29190.27,33929.52,47192.83,0.22
2020-04-09,1166.0,1169.0,1158.5,1147.96,22816.97,-1.26,-0.11,1152.6,1118.942,1087.321,32670.52,34153.94,47634.14,0.18
2020-04-08,1152.0,1166.31,1159.76,1152.0,24224.42,-0.19,-0.02,1141.5,1111.102,1087.322,34748.2,35577.11,48270.67,0.19
2020-04-07,1161.95,1166.5,1159.95,1148.89,43488.0,20.16,1.77,1131.748,1100.726,1087.134,39500.19,37819.77,49962.6,0.35
2020-04-03,1139.03,1147.96,1139.79,1131.98,27617.61,-5.21,-0.46,1114.158,1086.631,1084.837,36940.07,38318.18,49958.4,0.22
2020-04-02,1104.0,1145.0,1145.0,1103.88,45205.61,42.0,3.81,1101.3,1076.18,1085.623,38668.77,41570.33,50109.57,0.36
2020-04-01,1117.0,1129.0,1103.0,1103.0,33205.35,-8.0,-0.72,1085.284,1061.28,1086.923,35637.36,47276.28,50970.62,0.26
2020-03-31,1082.0,1115.0,1111.0,1081.8,47984.37,39.0,3.64,1080.704,1051.779,1088.219,36406.02,51301.73,52000.0,0.38
2020-03-30,1060.25,1077.0,1072.0,1057.0,30687.41,-3.5,-0.33,1069.704,1045.189,1088.319,36139.34,54439.21,52113.29,0.24
2020-03-27,1085.0,1092.0,1075.5,1075.01,36261.12,10.58,0.99,1059.104,1044.689,1089.019,39696.28,56493.72,52962.07,0.29
2020-03-26,1073.33,1091.2,1064.92,1062.0,30048.56,-15.18,-1.41,1051.06,1048.342,1088.094,44471.89,60456.14,53646.34,0.24
2020-03-25,1087.98,1091.36,1080.1,1074.2,37048.66,24.1,2.28,1037.276,1055.7,1089.218,58915.2,61114.35,53868.83,0.29
2020-03-24,1043.0,1058.88,1056.0,1035.0,46650.96,37.0,3.63,1022.854,1063.542,1088.898,66197.44,60964.24,54194.44,0.37
2020-03-23,1000.0,1035.28,1019.0,991.52,48472.1,-16.28,-1.57,1020.674,1073.542,1089.838,72739.07,62105.43,53781.18,0.39
2020-03-20,1011.0,1043.0,1035.28,1011.0,60139.19,39.28,3.94,1030.274,1083.043,1093.247,73291.16,61598.63,53290.09,0.48
2020-03-19,993.99,1015.0,996.0,960.1,102265.07,-11.99,-1.19,1045.624,1095.065,1097.127,76440.38,58648.81,51730.13,0.81
2020-03-18,1040.0,1060.0,1007.99,1007.99,73459.88,-37.11,-3.55,1074.124,1112.565,1103.227,63313.5,54664.95,48957.01,0.58
2020-03-17,1055.0,1078.0,1045.1,1011.12,79359.12,-21.9,-2.05,1104.23,1124.658,1107.653,55731.03,52698.26,47136.59,0.63
2020-03-16,1103.98,1107.95,1067.0,1062.0,51232.54,-45.03,-4.05,1126.41,1131.448,1109.598,51471.8,49787.37,44501.88,0.41
2020-03-13,1090.0,1128.98,1112.03,1080.0,75885.31,-26.47,-2.33,1135.812,1133.349,1110.939,49906.11,49430.42,43291.67,0.6
2020-03-12,1141.22,1153.0,1138.5,1125.1,36630.63,-20.02,-1.73,1144.506,1127.846,1109.737,40857.24,46836.54,40661.78,0.29
2020-03-11,1155.5,1169.58,1158.52,1141.0,35547.57,2.52,0.22,1151.006,1122.735,1107.362,46016.41,46623.31,40348.12,0.28
2020-03-10,1113.0,1168.0,1156.0,1113.0,58062.93,41.99,3.77,1145.086,1114.253,1104.3,49665.49,47424.65,39977.01,0.46
2020-03-09,1135.0,1135.0,1114.01,1111.31,43404.09,-41.49,-3.59,1136.486,1106.134,1101.4,48102.94,45456.92,39469.76,0.35
2020-03-06,1163.0,1176.0,1155.5,1151.98,30641.0,-15.5,-1.32,1130.886,1103.451,1099.024,48954.73,44981.54,38826.23,0.24
2020-03-05,1136.31,1174.99,1171.0,1130.56,62426.45,42.08,3.73,1111.186,1099.189,1095.049,52815.84,44811.45,38858.11,0.5
2020-03-04,1125.0,1139.0,1128.92,1116.24,53792.99,15.92,1.43,1094.464,1093.889,1090.049,47230.21,43249.07,38095.35,0.43
2020-03-03,1098.0,1118.88,1113.0,1098.0,50250.15,26.99,2.48,1083.42,1090.647,1086.102,45183.8,41574.92,37776.61,0.4
2020-03-02,1050.11,1096.55,1086.01,1050.01,47663.04,29.01,2.75,1075.782,1087.747,1082.353,42810.9,39216.4,38395.31,0.38
2020-02-28,1070.3,1082.0,1057.0,1049.97,49946.57,-30.39,-2.79,1076.016,1088.528,1078.248,41008.36,37152.92,42184.31,0.4
2020-02-27,1076.0,1094.99,1087.39,1076.0,34498.29,13.69,1.27,1087.192,1091.628,1078.038,36807.06,34487.02,42360.4,0.27
2020-02-26,1062.0,1084.0,1073.7,1055.0,43560.97,-1.11,-0.1,1093.314,1091.989,1077.444,39267.93,34072.93,42445.49,0.35
2020-02-25,1078.0,1082.09,1074.81,1067.88,38385.62,-12.37,-1.14,1097.874,1094.346,1077.524,37966.03,32529.37,41911.14,0.31
2020-02-24,1105.5,1110.0,1087.18,1085.5,38650.36,-25.7,-2.31,1099.712,1096.665,1078.334,35621.9,33482.6,41761.42,0.31
2020-02-21,1111.46,1123.54,1112.88,1110.01,28940.08,-5.12,-0.46,1101.04,1094.596,1079.35,33297.47,32670.91,41002.54,0.23
2020-02-20,1096.7,1124.0,1118.0,1095.41,46802.62,21.5,1.96,1096.064,1090.908,1079.056,32166.97,32904.77,40715.12,0.37
2020-02-19,1085.0,1101.5,1096.5,1078.0,37051.47,12.5,1.15,1090.664,1086.208,1078.762,28877.92,32941.63,39676.45,0.29
2020-02-18,1090.01,1096.88,1084.0,1083.0,26664.96,-9.82,-0.9,1090.818,1081.557,1079.307,27092.71,33978.31,39581.11,0.21
2020-02-17,1082.5,1096.19,1093.82,1082.4,27028.22,5.82,0.54,1093.618,1076.958,1081.321,31343.31,37574.23,40173.65,0.22
2020-02-14,1090.45,1093.51,1088.0,1083.11,23287.6,-3.0,-0.28,1088.152,1067.968,1082.255,32044.35,47215.7,40621.03,0.19
2020-02-13,1098.0,1113.89,1091.0,1088.01,30357.36,-6.27,-0.57,1085.752,1064.448,1082.99,33642.57,50233.78,41326.94,0.24
2020-02-12,1089.0,1098.79,1097.27,1085.88,28125.43,-0.73,-0.07,1081.752,1062.899,1082.847,37005.34,50818.05,41059.49,0.22
2020-02-11,1063.0,1099.68,1098.0,1062.8,47917.93,31.51,2.96,1072.296,1060.702,1082.71,40863.9,51292.91,42045.89,0.38
2020-02-10,1062.0,1074.6,1066.49,1057.2,30533.42,-9.51,-0.88,1060.298,1060.002,1081.709,43805.15,50040.25,42820.74,0.24
2020-02-07,1070.01,1077.0,1076.0,1061.02,31278.71,5.0,0.47,1047.784,1064.103,1082.313,62387.04,49334.18,47810.0,0.25
2020-02-06,1059.43,1075.0,1071.0,1052.02,47171.21,21.01,2.0,1043.144,1067.203,1085.013,66824.99,48525.47,53651.03,0.38
